RawInputStyle,gold_vendor_normalized,gold_category,amount,gold_tags
Realme Pvt. Mobile Dev PO-3296 157K,Realme Pvt. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),157000.0,
iQOO Ltd. Mobile Dev PO-6058 604K,iQOO Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),604000.0,
Oppo Co. IT Eqpt PO-4261 22K,OPPO Electronics Corp.,IT Equipment > General (UNSPSC: 43210000),22000.0,
Honor Ltd. IT Eqpt PO-5388 479M,Honor Device Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),479000000.0,
iQOO Ltd. IT Eqpt PO-3454 135K,iQOO Ltd.,IT Equipment > General (UNSPSC: 43210000),135000.0,
iQOO Ltd. Smart Gadgets PO-9364 325M,iQOO Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),325000000.0,
Oppo Co. IT Eqpt PO-6469 614K,OPPO Electronics Corp.,IT Equipment > General (UNSPSC: 43210000),614000.0,
iQOO Ltd. Smart Gadgets PO-9588 633K,iQOO Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),633000.0,
Redmi Intl. Comm Tools PO-6496 290K,Xiaomi Redmi (International),Communication Equipment > Tools (UNSPSC: 43191500),290000.0,
iQOO Ltd. IT Eqpt PO-2621 652M,iQOO Ltd.,IT Equipment > General (UNSPSC: 43210000),652000000.0,
iQOO Ltd. Mobile Dev PO-1677 831K,iQOO Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),831000.0,
Appl Inc. Mobile Dev PO-6370 521K,Apple Inc.,Mobile Devices > Smartphones (UNSPSC: 43191501),521000.0,
Oppo Co. Comm Tools PO-7518 220M,OPPO Electronics Corp.,Communication Equipment > Tools (UNSPSC: 43191500),220000000.0,
Vivo Corp. Mobile Dev PO-1482 237M,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),237000000.0,
Realme Pvt. Comm Tools PO-5129 595M,Realme Pvt. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),595000000.0,
Redmi Intl. Smart Gadgets PO-9021 894M,Xiaomi Redmi (International),IT Equipment > Smart Gadgets (UNSPSC: 43211500),894000000.0,
iQOO Ltd. Mobile Dev PO-2597 906M,iQOO Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),906000000.0,
Redmi Intl. Mobile Dev PO-6618 921K,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),921000.0,
Redmi Intl. Smart Gadgets PO-8896 797M,Xiaomi Redmi (International),IT Equipment > Smart Gadgets (UNSPSC: 43211500),797000000.0,
Redmi Intl. Mobile Dev PO-3344 127M,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),127000000.0,
Realme Pvt. Comm Tools PO-6689 768M,Realme Pvt. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),768000000.0,
Samsng Ltd. Comm Tools PO-6330 842K,Samsung Electronics Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),842000.0,
Redmi Intl. IT Eqpt PO-8182 83K,Xiaomi Redmi (International),IT Equipment > General (UNSPSC: 43210000),83000.0,
Redmi Intl. IT Eqpt PO-4978 174M,Xiaomi Redmi (International),IT Equipment > General (UNSPSC: 43210000),174000000.0,
Honor Ltd. Comm Tools PO-7421 795M,Honor Device Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),795000000.0,
Realme Pvt. IT Eqpt PO-6269 536K,Realme Pvt. Ltd.,IT Equipment > General (UNSPSC: 43210000),536000.0,
iQOO Ltd. Smart Gadgets PO-8597 662K,iQOO Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),662000.0,
Samsng Ltd. Mobile Dev PO-3406 855M,Samsung Electronics Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),855000000.0,
Samsng Ltd. Comm Tools PO-5205 488K,Samsung Electronics Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),488000.0,
Samsng Ltd. Smart Gadgets PO-8079 390M,Samsung Electronics Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),390000000.0,
Appl Inc. Smart Gadgets PO-7789 898K,Apple Inc.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),898000.0,
Samsng Ltd. Mobile Dev PO-1849 310K,Samsung Electronics Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),310000.0,
Vivo Corp. Smart Gadgets PO-1968 790M,Vivo Communication Technology Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),790000000.0,
Redmi Intl. Mobile Dev PO-2947 416K,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),416000.0,
Realme Pvt. IT Eqpt PO-9847 674M,Realme Pvt. Ltd.,IT Equipment > General (UNSPSC: 43210000),674000000.0,
Redmi Intl. IT Eqpt PO-4880 424K,Xiaomi Redmi (International),IT Equipment > General (UNSPSC: 43210000),424000.0,
Redmi Intl. Comm Tools PO-7483 764M,Xiaomi Redmi (International),Communication Equipment > Tools (UNSPSC: 43191500),764000000.0,
Realme Pvt. IT Eqpt PO-9572 995M,Realme Pvt. Ltd.,IT Equipment > General (UNSPSC: 43210000),995000000.0,
Honor Ltd. IT Eqpt PO-7933 580K,Honor Device Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),580000.0,
Redmi Intl. IT Eqpt PO-2874 962K,Xiaomi Redmi (International),IT Equipment > General (UNSPSC: 43210000),962000.0,
iQOO Ltd. IT Eqpt PO-3909 312M,iQOO Ltd.,IT Equipment > General (UNSPSC: 43210000),312000000.0,
Vivo Corp. Mobile Dev PO-2988 391K,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),391000.0,
Oppo Co. Comm Tools PO-6343 400K,OPPO Electronics Corp.,Communication Equipment > Tools (UNSPSC: 43191500),400000.0,
Realme Pvt. Smart Gadgets PO-4422 111K,Realme Pvt. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),111000.0,
Oppo Co. Mobile Dev PO-1871 571K,OPPO Electronics Corp.,Mobile Devices > Smartphones (UNSPSC: 43191501),571000.0,
Vivo Corp. Mobile Dev PO-4157 910K,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),910000.0,
Oppo Co. Smart Gadgets PO-4966 306M,OPPO Electronics Corp.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),306000000.0,
Honor Ltd. Comm Tools PO-2431 780M,Honor Device Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),780000000.0,
Oppo Co. Mobile Dev PO-9911 160K,OPPO Electronics Corp.,Mobile Devices > Smartphones (UNSPSC: 43191501),160000.0,
Realme Pvt. IT Eqpt PO-6869 491M,Realme Pvt. Ltd.,IT Equipment > General (UNSPSC: 43210000),491000000.0,
Redmi Intl. Mobile Dev PO-2311 65K,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),65000.0,
Honor Ltd. Smart Gadgets PO-8476 226K,Honor Device Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),226000.0,
Honor Ltd. Comm Tools PO-6336 79M,Honor Device Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),79000000.0,
Appl Inc. Smart Gadgets PO-7719 95K,Apple Inc.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),95000.0,
Oppo Co. IT Eqpt PO-4791 163M,OPPO Electronics Corp.,IT Equipment > General (UNSPSC: 43210000),163000000.0,
Realme Pvt. Comm Tools PO-4202 783K,Realme Pvt. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),783000.0,
Realme Pvt. IT Eqpt PO-3203 580K,Realme Pvt. Ltd.,IT Equipment > General (UNSPSC: 43210000),580000.0,
Honor Ltd. IT Eqpt PO-8757 442K,Honor Device Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),442000.0,
Oppo Co. Comm Tools PO-2825 588K,OPPO Electronics Corp.,Communication Equipment > Tools (UNSPSC: 43191500),588000.0,
Vivo Corp. Smart Gadgets PO-7264 423M,Vivo Communication Technology Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),423000000.0,
Redmi Intl. Mobile Dev PO-6414 91K,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),91000.0,
Vivo Corp. Mobile Dev PO-8558 291K,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),291000.0,
Appl Inc. Smart Gadgets PO-2922 929K,Apple Inc.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),929000.0,
Samsng Ltd. Comm Tools PO-9837 918K,Samsung Electronics Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),918000.0,
Oppo Co. IT Eqpt PO-5246 27K,OPPO Electronics Corp.,IT Equipment > General (UNSPSC: 43210000),27000.0,
iQOO Ltd. IT Eqpt PO-3277 108M,iQOO Ltd.,IT Equipment > General (UNSPSC: 43210000),108000000.0,
iQOO Ltd. IT Eqpt PO-4575 819K,iQOO Ltd.,IT Equipment > General (UNSPSC: 43210000),819000.0,
Redmi Intl. Mobile Dev PO-1706 630M,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),630000000.0,
Samsng Ltd. Comm Tools PO-6546 671K,Samsung Electronics Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),671000.0,
Oppo Co. Smart Gadgets PO-3085 522M,OPPO Electronics Corp.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),522000000.0,
Samsng Ltd. Mobile Dev PO-8216 985M,Samsung Electronics Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),985000000.0,
Appl Inc. Smart Gadgets PO-3904 678K,Apple Inc.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),678000.0,
Appl Inc. Comm Tools PO-7733 835M,Apple Inc.,Communication Equipment > Tools (UNSPSC: 43191500),835000000.0,
Oppo Co. Comm Tools PO-3865 464M,OPPO Electronics Corp.,Communication Equipment > Tools (UNSPSC: 43191500),464000000.0,
Appl Inc. Mobile Dev PO-6446 153M,Apple Inc.,Mobile Devices > Smartphones (UNSPSC: 43191501),153000000.0,
Redmi Intl. IT Eqpt PO-4866 199M,Xiaomi Redmi (International),IT Equipment > General (UNSPSC: 43210000),199000000.0,
Honor Ltd. Smart Gadgets PO-1408 978M,Honor Device Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),978000000.0,
Vivo Corp. Smart Gadgets PO-3152 856K,Vivo Communication Technology Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),856000.0,
Oppo Co. Comm Tools PO-2807 265K,OPPO Electronics Corp.,Communication Equipment > Tools (UNSPSC: 43191500),265000.0,
iQOO Ltd. Comm Tools PO-1109 885M,iQOO Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),885000000.0,
iQOO Ltd. Mobile Dev PO-5701 724K,iQOO Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),724000.0,
Honor Ltd. Mobile Dev PO-8784 261K,Honor Device Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),261000.0,
Vivo Corp. Comm Tools PO-6005 72M,Vivo Communication Technology Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),72000000.0,
Vivo Corp. Mobile Dev PO-4687 285M,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),285000000.0,
Appl Inc. IT Eqpt PO-8439 493M,Apple Inc.,IT Equipment > General (UNSPSC: 43210000),493000000.0,
Appl Inc. IT Eqpt PO-7730 741M,Apple Inc.,IT Equipment > General (UNSPSC: 43210000),741000000.0,
Vivo Corp. Mobile Dev PO-9221 749M,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),749000000.0,
Samsng Ltd. Comm Tools PO-6397 849M,Samsung Electronics Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),849000000.0,
Vivo Corp. Comm Tools PO-8959 530M,Vivo Communication Technology Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),530000000.0,
Vivo Corp. Smart Gadgets PO-9012 453K,Vivo Communication Technology Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),453000.0,
Redmi Intl. Mobile Dev PO-7441 869K,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),869000.0,
Vivo Corp. Smart Gadgets PO-8038 621M,Vivo Communication Technology Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),621000000.0,
Samsng Ltd. Smart Gadgets PO-4495 997K,Samsung Electronics Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),997000.0,
Honor Ltd. IT Eqpt PO-6878 430K,Honor Device Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),430000.0,
Vivo Corp. Mobile Dev PO-8453 523K,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),523000.0,
Realme Pvt. Smart Gadgets PO-8044 506K,Realme Pvt. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),506000.0,
Oppo Co. Comm Tools PO-9906 127K,OPPO Electronics Corp.,Communication Equipment > Tools (UNSPSC: 43191500),127000.0,
Redmi Intl. Comm Tools PO-2810 235M,Xiaomi Redmi (International),Communication Equipment > Tools (UNSPSC: 43191500),235000000.0,
Oppo Co. IT Eqpt PO-4515 847M,OPPO Electronics Corp.,IT Equipment > General (UNSPSC: 43210000),847000000.0,
Vivo Corp. Mobile Dev PO-6857 678K,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),678000.0,
Samsng Ltd. Mobile Dev PO-4064 26K,Samsung Electronics Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),26000.0,
Redmi Intl. IT Eqpt PO-3902 221M,Xiaomi Redmi (International),IT Equipment > General (UNSPSC: 43210000),221000000.0,
Vivo Corp. Mobile Dev PO-3385 820K,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),820000.0,
iQOO Ltd. IT Eqpt PO-3965 433K,iQOO Ltd.,IT Equipment > General (UNSPSC: 43210000),433000.0,
Redmi Intl. IT Eqpt PO-6799 566M,Xiaomi Redmi (International),IT Equipment > General (UNSPSC: 43210000),566000000.0,
Honor Ltd. IT Eqpt PO-4991 414M,Honor Device Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),414000000.0,
Oppo Co. Mobile Dev PO-5131 414K,OPPO Electronics Corp.,Mobile Devices > Smartphones (UNSPSC: 43191501),414000.0,
Redmi Intl. IT Eqpt PO-9914 137M,Xiaomi Redmi (International),IT Equipment > General (UNSPSC: 43210000),137000000.0,
Realme Pvt. IT Eqpt PO-5850 107K,Realme Pvt. Ltd.,IT Equipment > General (UNSPSC: 43210000),107000.0,
Appl Inc. Comm Tools PO-6720 509M,Apple Inc.,Communication Equipment > Tools (UNSPSC: 43191500),509000000.0,
Appl Inc. IT Eqpt PO-6663 922K,Apple Inc.,IT Equipment > General (UNSPSC: 43210000),922000.0,
Oppo Co. IT Eqpt PO-9444 886K,OPPO Electronics Corp.,IT Equipment > General (UNSPSC: 43210000),886000.0,
Oppo Co. Comm Tools PO-1538 674M,OPPO Electronics Corp.,Communication Equipment > Tools (UNSPSC: 43191500),674000000.0,
Honor Ltd. IT Eqpt PO-8956 84M,Honor Device Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),84000000.0,
Appl Inc. Mobile Dev PO-8001 331M,Apple Inc.,Mobile Devices > Smartphones (UNSPSC: 43191501),331000000.0,
Vivo Corp. IT Eqpt PO-7806 369M,Vivo Communication Technology Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),369000000.0,
Redmi Intl. IT Eqpt PO-9108 678K,Xiaomi Redmi (International),IT Equipment > General (UNSPSC: 43210000),678000.0,
Oppo Co. IT Eqpt PO-8363 15K,OPPO Electronics Corp.,IT Equipment > General (UNSPSC: 43210000),15000.0,
Vivo Corp. Mobile Dev PO-4964 16K,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),16000.0,
Redmi Intl. Smart Gadgets PO-2059 657K,Xiaomi Redmi (International),IT Equipment > Smart Gadgets (UNSPSC: 43211500),657000.0,
Appl Inc. Mobile Dev PO-8425 776K,Apple Inc.,Mobile Devices > Smartphones (UNSPSC: 43191501),776000.0,
Realme Pvt. Comm Tools PO-8320 465K,Realme Pvt. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),465000.0,
Honor Ltd. Comm Tools PO-5033 3K,Honor Device Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),3000.0,
Realme Pvt. Smart Gadgets PO-5321 808M,Realme Pvt. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),808000000.0,
Realme Pvt. Mobile Dev PO-8846 747M,Realme Pvt. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),747000000.0,
iQOO Ltd. Comm Tools PO-4947 816K,iQOO Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),816000.0,
Honor Ltd. Comm Tools PO-4046 672M,Honor Device Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),672000000.0,
Appl Inc. IT Eqpt PO-5954 385M,Apple Inc.,IT Equipment > General (UNSPSC: 43210000),385000000.0,
Realme Pvt. Comm Tools PO-4033 52K,Realme Pvt. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),52000.0,
Redmi Intl. Comm Tools PO-8106 457K,Xiaomi Redmi (International),Communication Equipment > Tools (UNSPSC: 43191500),457000.0,
Vivo Corp. IT Eqpt PO-1398 92M,Vivo Communication Technology Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),92000000.0,
iQOO Ltd. Comm Tools PO-3753 494K,iQOO Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),494000.0,
Realme Pvt. Comm Tools PO-6907 181K,Realme Pvt. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),181000.0,
iQOO Ltd. Smart Gadgets PO-1648 743M,iQOO Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),743000000.0,
Redmi Intl. Smart Gadgets PO-7945 460K,Xiaomi Redmi (International),IT Equipment > Smart Gadgets (UNSPSC: 43211500),460000.0,
Redmi Intl. Mobile Dev PO-3688 364K,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),364000.0,
Realme Pvt. IT Eqpt PO-5448 816K,Realme Pvt. Ltd.,IT Equipment > General (UNSPSC: 43210000),816000.0,
Vivo Corp. Comm Tools PO-3449 226M,Vivo Communication Technology Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),226000000.0,
iQOO Ltd. Mobile Dev PO-2890 854M,iQOO Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),854000000.0,
Vivo Corp. Mobile Dev PO-2304 102M,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),102000000.0,
Appl Inc. IT Eqpt PO-9774 217K,Apple Inc.,IT Equipment > General (UNSPSC: 43210000),217000.0,
Vivo Corp. Mobile Dev PO-6889 889K,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),889000.0,
Realme Pvt. IT Eqpt PO-4743 948M,Realme Pvt. Ltd.,IT Equipment > General (UNSPSC: 43210000),948000000.0,
Redmi Intl. Comm Tools PO-4362 632M,Xiaomi Redmi (International),Communication Equipment > Tools (UNSPSC: 43191500),632000000.0,
Vivo Corp. Mobile Dev PO-5823 103M,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),103000000.0,
iQOO Ltd. Mobile Dev PO-4361 306K,iQOO Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),306000.0,
iQOO Ltd. IT Eqpt PO-2787 277K,iQOO Ltd.,IT Equipment > General (UNSPSC: 43210000),277000.0,
Vivo Corp. IT Eqpt PO-7781 587M,Vivo Communication Technology Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),587000000.0,
Oppo Co. IT Eqpt PO-4330 306M,OPPO Electronics Corp.,IT Equipment > General (UNSPSC: 43210000),306000000.0,
Oppo Co. Mobile Dev PO-9512 851K,OPPO Electronics Corp.,Mobile Devices > Smartphones (UNSPSC: 43191501),851000.0,
Redmi Intl. Comm Tools PO-7005 100M,Xiaomi Redmi (International),Communication Equipment > Tools (UNSPSC: 43191500),100000000.0,
Honor Ltd. Smart Gadgets PO-7676 517K,Honor Device Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),517000.0,
iQOO Ltd. IT Eqpt PO-2204 172M,iQOO Ltd.,IT Equipment > General (UNSPSC: 43210000),172000000.0,
Vivo Corp. Mobile Dev PO-4854 297K,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),297000.0,
Redmi Intl. Comm Tools PO-2552 69M,Xiaomi Redmi (International),Communication Equipment > Tools (UNSPSC: 43191500),69000000.0,
Redmi Intl. Comm Tools PO-7059 266K,Xiaomi Redmi (International),Communication Equipment > Tools (UNSPSC: 43191500),266000.0,
Honor Ltd. Smart Gadgets PO-5513 589M,Honor Device Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),589000000.0,
Redmi Intl. Mobile Dev PO-1789 544M,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),544000000.0,
Vivo Corp. IT Eqpt PO-5625 846K,Vivo Communication Technology Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),846000.0,
Samsng Ltd. IT Eqpt PO-1080 284K,Samsung Electronics Ltd.,IT Equipment > General (UNSPSC: 43210000),284000.0,
Appl Inc. Smart Gadgets PO-3881 810K,Apple Inc.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),810000.0,
Realme Pvt. Mobile Dev PO-5386 69K,Realme Pvt. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),69000.0,
Redmi Intl. IT Eqpt PO-9232 27K,Xiaomi Redmi (International),IT Equipment > General (UNSPSC: 43210000),27000.0,
Oppo Co. Smart Gadgets PO-8231 625K,OPPO Electronics Corp.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),625000.0,
Oppo Co. Comm Tools PO-1519 419M,OPPO Electronics Corp.,Communication Equipment > Tools (UNSPSC: 43191500),419000000.0,
Appl Inc. Mobile Dev PO-8308 680K,Apple Inc.,Mobile Devices > Smartphones (UNSPSC: 43191501),680000.0,
Redmi Intl. IT Eqpt PO-3753 746K,Xiaomi Redmi (International),IT Equipment > General (UNSPSC: 43210000),746000.0,
Honor Ltd. IT Eqpt PO-7033 975K,Honor Device Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),975000.0,
Redmi Intl. Smart Gadgets PO-4100 4K,Xiaomi Redmi (International),IT Equipment > Smart Gadgets (UNSPSC: 43211500),4000.0,
Realme Pvt. Smart Gadgets PO-9724 645M,Realme Pvt. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),645000000.0,
Samsng Ltd. Smart Gadgets PO-2966 985K,Samsung Electronics Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),985000.0,
Vivo Corp. IT Eqpt PO-6303 990M,Vivo Communication Technology Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),990000000.0,
Vivo Corp. Comm Tools PO-3267 332K,Vivo Communication Technology Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),332000.0,
Honor Ltd. Comm Tools PO-6915 613M,Honor Device Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),613000000.0,
Vivo Corp. Mobile Dev PO-9553 790M,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),790000000.0,
Samsng Ltd. Smart Gadgets PO-9002 507M,Samsung Electronics Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),507000000.0,
Redmi Intl. Comm Tools PO-2269 118M,Xiaomi Redmi (International),Communication Equipment > Tools (UNSPSC: 43191500),118000000.0,
Redmi Intl. IT Eqpt PO-3850 604M,Xiaomi Redmi (International),IT Equipment > General (UNSPSC: 43210000),604000000.0,
Oppo Co. IT Eqpt PO-5368 787K,OPPO Electronics Corp.,IT Equipment > General (UNSPSC: 43210000),787000.0,
Appl Inc. IT Eqpt PO-8733 259K,Apple Inc.,IT Equipment > General (UNSPSC: 43210000),259000.0,
Oppo Co. Smart Gadgets PO-3084 668K,OPPO Electronics Corp.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),668000.0,
Redmi Intl. Mobile Dev PO-3637 684M,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),684000000.0,
Oppo Co. Mobile Dev PO-7498 744K,OPPO Electronics Corp.,Mobile Devices > Smartphones (UNSPSC: 43191501),744000.0,
Samsng Ltd. Smart Gadgets PO-6071 657K,Samsung Electronics Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),657000.0,
Honor Ltd. Smart Gadgets PO-5476 702K,Honor Device Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),702000.0,
Honor Ltd. Mobile Dev PO-9629 346K,Honor Device Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),346000.0,
iQOO Ltd. IT Eqpt PO-1958 542M,iQOO Ltd.,IT Equipment > General (UNSPSC: 43210000),542000000.0,
iQOO Ltd. Smart Gadgets PO-9375 540M,iQOO Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),540000000.0,
Samsng Ltd. Comm Tools PO-6808 144M,Samsung Electronics Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),144000000.0,
iQOO Ltd. Mobile Dev PO-2778 6K,iQOO Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),6000.0,
Vivo Corp. Smart Gadgets PO-9148 140M,Vivo Communication Technology Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),140000000.0,
Realme Pvt. Smart Gadgets PO-6310 703M,Realme Pvt. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),703000000.0,
Samsng Ltd. Comm Tools PO-9809 519K,Samsung Electronics Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),519000.0,
Samsng Ltd. Comm Tools PO-7538 844M,Samsung Electronics Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),844000000.0,
Realme Pvt. Mobile Dev PO-6709 841M,Realme Pvt. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),841000000.0,
Honor Ltd. IT Eqpt PO-4548 512K,Honor Device Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),512000.0,
Realme Pvt. IT Eqpt PO-5588 499K,Realme Pvt. Ltd.,IT Equipment > General (UNSPSC: 43210000),499000.0,
Samsng Ltd. IT Eqpt PO-7980 195M,Samsung Electronics Ltd.,IT Equipment > General (UNSPSC: 43210000),195000000.0,
Honor Ltd. Comm Tools PO-1198 782M,Honor Device Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),782000000.0,
Oppo Co. Smart Gadgets PO-3020 405K,OPPO Electronics Corp.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),405000.0,
Redmi Intl. Mobile Dev PO-2930 674K,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),674000.0,
Vivo Corp. Mobile Dev PO-9153 190K,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),190000.0,
Vivo Corp. Mobile Dev PO-9751 929M,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),929000000.0,
Vivo Corp. Mobile Dev PO-9206 22K,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),22000.0,
